hand1,hand2,flop,turn,river,flop_quality,flop_dynamic_score
"['Qh', 'Tc']","['9s', '8s']","['Ts', '5s', '7c']",['8d'],['9h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qh', 'Tc']","['9c', '7c']","['5d', '4d', '6h']",['6d'],['Ts'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Qc', 'Th']","['9h', '6h']","['8s', 'Kc', 'Ks']",['3d'],['Qs'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['Qh', 'Ts']","['9s', '5s']","['Kd', '8s', '2c']",['3s'],['5d'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['Qs', 'Td']","['9s', '4s']","['2d', '3s', '3h']",['6h'],['7d'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Qc', 'Ts']","['9c', '3c']","['6h', 'Kd', 'Th']",['Js'],['9s'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Qc', 'Td']","['9s', '2s']","['Ah', 'Ad', '4d']",['Ts'],['Tc'],"['Disconnected', 'Two-tone', 'Paired', 'Ace high']",2.5
"['Qs', 'Tc']","['Ah', '8d']","['2s', '9h', '8c']",['6d'],['Th'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Qd', 'Tc']","['Kc', '8h']","['7d', '9c', '7c']",['Qs'],['6c'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['Qc', 'Ts']","['Qs', '8h']","['Qd', 'Ac', '5h']",['Ah'],['5s'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Qc', 'Td']","['Jc', '8d']","['4h', 'As', '2c']",['4d'],['8c'],"['Highly connected', 'Rainbow', 'Unpaired', 'Ace high']",3.0
"['Qs', 'Th']","['Ts', '8h']","['3c', 'Jc', '5h']",['Tc'],['Qc'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qs', 'Tc']","['9h', '8c']","['2c', 'Jd', '7c']",['4d'],['8s'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Qs', 'Th']","['8h', '8c']","['Kc', '7d', '4h']",['Td'],['2c'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['Qs', 'Tc']","['8c', '7c']","['4h', 'Jh', '9s']",['Kc'],['Kh'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qc', 'Td']","['8c', '6c']","['6s', 'Jc', '9h']",['Kc'],['4d'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Qh', 'Tc']","['8c', '5c']","['8s', '4s', 'Kh']",['8d'],['Ts'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Qs', 'Tc']","['8c', '4c']","['2h', 'Ah', '2c']",['Td'],['Jc'],"['Moderately connected', 'Two-tone', 'Paired', 'Ace high']",4.0
"['Qd', 'Tc']","['8c', '3c']","['6d', '7c', '8s']",['4s'],['Jd'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Qd', 'Ts']","['8s', '2s']","['9s', 'Qs', '3d']",['Kh'],['9h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Qs', 'Td']","['Ad', '7s']","['5h', '4c', 'Jh']",['Qh'],['Kd'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qd', 'Th']","['Kd', '7s']","['6s', '5c', '7d']",['3c'],['4d'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Qc', 'Th']","['Qs', '7s']","['7d', 'Tc', '9h']",['2d'],['Ah'],"['Highly connected', 'Rainbow', 'Unpaired']",3.0
"['Qh', 'Ts']","['Jh', '7c']","['5s', '8c', '3s']",['5c'],['4s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Qh', 'Ts']","['Tc', '7s']","['3h', 'Kd', 'Jd']",['Th'],['Kc'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Qs', 'Tc']","['9d', '7h']","['8s', 'Jd', 'Kd']",['5s'],['Js'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Qh', 'Td']","['8c', '7d']","['Th', 'Kh', '8d']",['Jd'],['6h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Qd', 'Ts']","['7d', '7c']","['Qh', '9s', '6s']",['2h'],['9h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Qs', 'Td']","['7c', '6c']","['Ks', '4h', '6h']",['3h'],['3d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Qs', 'Td']","['7h', '5h']","['Ks', 'Ts', '6h']",['Js'],['8h'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Qc', 'Td']","['7c', '4c']","['Th', 'Jc', '8h']",['Kd'],['Kc'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['Qs', 'Td']","['7h', '3h']","['4c', 'Th', '8d']",['Js'],['3c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Qs', 'Tc']","['7s', '2s']","['9c', '9d', '5s']",['As'],['Ts'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['Qd', 'Th']","['Ad', '6c']","['5c', '9c', 'Ac']",['Kd'],['Qc'],"['Disconnected', 'Monotone', 'Unpaired', 'Ace high']",3.0
"['Qs', 'Td']","['Kh', '6s']","['Kc', '6h', 'Th']",['8h'],['9d'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Qd', 'Th']","['Qs', '6d']","['8s', '8h', 'As']",['3h'],['7c'],"['Disconnected', 'Two-tone', 'Paired', 'Ace high']",2.5
"['Qh', 'Tc']","['Jd', '6c']","['7h', 'Jh', '2c']",['4c'],['4d'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Qc', 'Ts']","['Tc', '6h']","['Ad', '5c', 'Qs']",['4s'],['7h'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Qs', 'Tc']","['9h', '6c']","['2h', 'Td', '8s']",['Jh'],['2c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Qc', 'Th']","['8d', '6s']","['Qs', '8h', '2c']",['4s'],['Ad'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Qc', 'Th']","['7d', '6c']","['6h', '5h', '2d']",['Ah'],['9c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Qd', 'Tc']","['6s', '6d']","['2h', '9s', 'Th']",['3d'],['8d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qd', 'Ts']","['6c', '5c']","['5h', 'Ks', 'Ad']",['Qs'],['Tc'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Qs', 'Th']","['6d', '4d']","['4h', 'As', '6h']",['4c'],['Qd'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Qs', 'Td']","['6d', '3d']","['4s', 'Jc', '5d']",['Kc'],['Ac'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Qh', 'Ts']","['6h', '2h']","['3d', 'Kd', 'Tc']",['2s'],['Jd'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Qs', 'Tc']","['Ah', '5d']","['2s', 'Td', 'Qh']",['Js'],['Kc'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Qh', 'Tc']","['Kh', '5d']","['Qd', '9h', 'Ks']",['Th'],['8s'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Qd', 'Tc']","['Qh', '5s']","['7s', '6h', 'Ks']",['Ac'],['6d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Qh', 'Ts']","['Js', '5h']","['7h', '3h', '6d']",['4s'],['Tc'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Qc', 'Ts']","['Th', '5d']","['6c', '8c', '7d']",['7c'],['8d'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Qs', 'Td']","['9s', '5c']","['Qh', 'Kd', '2c']",['4d'],['5h'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Qd', 'Th']","['8d', '5h']","['9d', 'Jd', '5s']",['5c'],['Ts'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qs', 'Tc']","['7s', '5d']","['9d', 'As', '7c']",['2h'],['8h'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Qd', 'Th']","['6h', '5c']","['Qc', '7d', '3h']",['4h'],['2d'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Qc', 'Td']","['5h', '5s']","['9c', 'Qh', '6s']",['9d'],['Jh'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Qc', 'Th']","['5s', '4s']","['3c', '2c', 'Jh']",['8s'],['Ac'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qh', 'Td']","['5c', '3c']","['2c', 'Qd', 'Ah']",['Tc'],['Th'],"['Highly connected', 'Rainbow', 'Unpaired', 'Ace high']",3.0
"['Qc', 'Th']","['5s', '2s']","['Ac', '4s', '7h']",['4d'],['5c'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Qs', 'Tc']","['As', '4h']","['8c', 'Ac', '7h']",['5h'],['9s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Qh', 'Td']","['Kh', '4d']","['Kd', '7d', '2d']",['5c'],['7c'],"['Disconnected', 'Monotone', 'Unpaired', 'King high']",3.0
"['Qd', 'Tc']","['Qs', '4d']","['8h', '4s', '4c']",['Kh'],['Ah'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['Qh', 'Tc']","['Jh', '4d']","['Js', '8d', '2c']",['7h'],['Kh'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Qd', 'Tc']","['Ts', '4d']","['9s', 'Jh', 'Qc']",['4h'],['2d'],"['Highly connected', 'Rainbow', 'Unpaired']",3.0
"['Qd', 'Th']","['9s', '4h']","['6d', 'Ah', '4d']",['9c'],['8h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Qd', 'Ts']","['8d', '4c']","['8s', '9d', 'Kh']",['6c'],['Tc'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Qd', 'Th']","['7d', '4c']","['5c', '4h', '3s']",['Ac'],['9d'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Qh', 'Ts']","['6s', '4c']","['Qc', '4h', '8c']",['8h'],['3d'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Qc', 'Ts']","['5c', '4d']","['6d', '6h', '6s']",['4c'],['8h'],"['Disconnected', 'Rainbow', 'Trips']",2.75
"['Qh', 'Td']","['4d', '4c']","['6s', '7h', '4h']",['8s'],['6c'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Qs', 'Td']","['4h', '3h']","['5c', '2s', '7s']",['5h'],['Ac'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Qs', 'Td']","['4c', '2c']","['7s', '6s', 'Th']",['Ks'],['5s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qd', 'Ts']","['Ah', '3s']","['Kd', '6h', '5h']",['Js'],['6c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Qh', 'Tc']","['Ks', '3d']","['Ac', '7c', '4d']",['6c'],['8s'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Qd', 'Tc']","['Qc', '3s']","['Js', '9s', 'Ad']",['4d'],['Ts'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Qc', 'Th']","['Jh', '3c']","['4h', '7h', '9d']",['7d'],['5d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Qh', 'Ts']","['Th', '3d']","['Td', '9s', '3c']",['5h'],['Tc'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Qd', 'Th']","['9c', '3s']","['2c', '8s', '2d']",['9s'],['7s'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['Qh', 'Td']","['8c', '3d']","['7h', 'Jh', '5s']",['2d'],['9d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qc', 'Th']","['7c', '3h']","['Tc', '7h', '5c']",['8c'],['4d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qh', 'Ts']","['6c', '3s']","['5h', '2c', '7s']",['5s'],['7c'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Qs', 'Td']","['5c', '3d']","['9h', '2d', '4c']",['2h'],['Qc'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Qs', 'Td']","['4d', '3s']","['9c', '7s', 'As']",['9h'],['3c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Qd', 'Th']","['3s', '3c']","['8s', '7s', 'Ad']",['Kc'],['Ts'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Qc', 'Ts']","['3d', '2d']","['7c', 'Kd', 'Jh']",['9h'],['4c'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Qh', 'Ts']","['As', '2h']","['4s', 'Qc', '3d']",['Tc'],['8c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Qc', 'Ts']","['Kh', '2d']","['Ah', '4d', 'Qd']",['5d'],['9c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Qh', 'Td']","['Qc', '2s']","['6c', '7d', 'Jh']",['9h'],['8c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Qh', 'Td']","['Js', '2c']","['4c', 'Jc', '2d']",['Th'],['4s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Qc', 'Ts']","['Tc', '2d']","['4c', '6d', '8c']",['Kh'],['Js'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Qs', 'Th']","['9h', '2s']","['4h', '6d', '7h']",['Ah'],['5s'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Qs', 'Th']","['8s', '2c']","['4d', '4s', '7c']",['6s'],['6c'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['Qd', 'Tc']","['7c', '2s']","['Jc', '3h', '8h']",['2d'],['4s'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Qh', 'Td']","['6d', '2s']","['Kd', 'Qs', '6c']",['7h'],['Ts'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Qd', 'Tc']","['5s', '2c']","['6s', '8s', 'Kc']",['9h'],['4h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Qc', 'Th']","['4s', '2d']","['3h', 'Qh', '8c']",['Kc'],['3c'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Qh', 'Ts']","['3h', '2c']","['4h', '3s', '7h']",['5c'],['Qs'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Qh', 'Ts']","['2h', '2d']","['4s', 'Tc', 'Ad']",['Qd'],['9d'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Jh', 'Tc']","['Ts', 'Td']","['6d', 'Kh', '3h']",['Qh'],['8d'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Jh', 'Ts']","['Tc', '9c']","['Ah', '2s', '9d']",['7d'],['7h'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Js', 'Th']","['Ts', '8h']","['Kc', '6s', 'Jd']",['8d'],['9s'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Js', 'Tc']","['Th', '7h']","['2h', '2d', 'Kh']",['5c'],['Jh'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['Jc', 'Td']","['Ts', '6d']","['Kd', '9c', '9s']",['Js'],['Kh'],"['Disconnected', 'Rainbow', 'Paired', 'King high']",1.0
"['Jh', 'Td']","['Th', '5h']","['2c', 'As', 'Qd']",['5s'],['Kd'],"['Highly connected', 'Rainbow', 'Unpaired', 'Ace high']",3.0
"['Jc', 'Ts']","['Th', '4h']","['Ks', '5h', 'Jh']",['2s'],['7d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Jh', 'Tc']","['Ts', '3s']","['2s', 'Th', 'Qd']",['6s'],['8s'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Jc', 'Td']","['Th', '2h']","['6s', 'Ad', '6d']",['Qc'],['As'],"['Disconnected', 'Two-tone', 'Paired', 'Ace high']",2.5
"['Jd', 'Th']","['Ad', '9h']","['Kh', '8s', '7c']",['8c'],['2c'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Jd', 'Tc']","['Kh', '9s']","['9h', '7c', '7s']",['Qd'],['Th'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Jd', 'Th']","['Qh', '9s']","['5h', '5c', '2c']",['8h'],['4h'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['Js', 'Tc']","['Jh', '9d']","['6d', 'Ad', '3h']",['2d'],['2s'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Jd', 'Tc']","['Th', '9s']","['8s', '8c', '4s']",['4h'],['Qh'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['Jh', 'Tc']","['9c', '9s']","['4s', '6s', '3s']",['Ad'],['Js'],"['Highly connected', 'Monotone', 'Unpaired']",6.75
"['Jd', 'Th']","['9s', '8s']","['4d', '3d', '4s']",['Qh'],['3c'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['Jc', 'Th']","['9s', '7s']","['Kc', 'Ah', '2c']",['8h'],['Js'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['Jc', 'Td']","['9s', '6s']","['Kc', 'Jh', '2c']",['Qc'],['2s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Js', 'Tc']","['9h', '5h']","['Ts', 'Td', '6h']",['Qd'],['3c'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Jd', 'Ts']","['9d', '4d']","['9s', '5s', '2s']",['2h'],['Th'],"['Disconnected', 'Monotone', 'Unpaired']",3.75
"['Jh', 'Td']","['9h', '3h']","['4d', 'As', 'Kd']",['4s'],['5d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Js', 'Td']","['9d', '2d']","['6c', 'Kh', '9s']",['Th'],['2c'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['Js', 'Th']","['Ah', '8c']","['3h', '4d', '4s']",['8s'],['Jc'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Js', 'Th']","['Kh', '8s']","['8c', '2h', '2d']",['9c'],['Qd'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['Js', 'Th']","['Qc', '8s']","['Kd', '2h', 'Ah']",['6s'],['Tc'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['Js', 'Th']","['Jh', '8c']","['Ts', 'Ks', 'Ah']",['7h'],['Kd'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Js', 'Th']","['Ts', '8c']","['4h', '7s', '2c']",['Ad'],['Qh'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Jc', 'Td']","['9s', '8c']","['Th', '7s', '4h']",['5d'],['7c'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Jc', 'Th']","['8h', '8c']","['Ac', 'Td', '9d']",['3d'],['5c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Js', 'Tc']","['8s', '7s']","['4h', '2s', 'Th']",['9d'],['7d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Js', 'Th']","['8h', '6h']","['Qh', '4d', '6s']",['8d'],['4s'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Js', 'Tc']","['8h', '5h']","['7d', '4h', '5s']",['Jh'],['Jd'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Jc', 'Ts']","['8d', '4d']","['Jd', 'Kh', '9c']",['5c'],['2c'],"['Highly connected', 'Rainbow', 'Unpaired', 'King high']",3.0
"['Jc', 'Ts']","['8c', '3c']","['Ac', '2h', '2s']",['6h'],['Ks'],"['Moderately connected', 'Rainbow', 'Paired', 'Ace high']",2.5
"['Jd', 'Tc']","['8c', '2c']","['3d', 'Ac', '6d']",['5d'],['6h'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Js', 'Tc']","['As', '7d']","['4d', '5s', '2h']",['Ts'],['8c'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Jd', 'Th']","['Ks', '7h']","['4d', '7d', '3d']",['4s'],['Tc'],"['Moderately connected', 'Monotone', 'Unpaired']",5.25
"['Js', 'Th']","['Qc', '7s']","['8h', '6c', 'Kh']",['2s'],['9c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Js', 'Td']","['Jc', '7d']","['Ks', 'Kc', '4h']",['Ah'],['Qd'],"['Disconnected', 'Rainbow', 'Paired', 'King high']",1.0
"['Js', 'Td']","['Th', '7c']","['Ac', 'Jd', 'Qc']",['Kd'],['Qs'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['Jd', 'Tc']","['9h', '7c']","['5d', '2c', '4s']",['7h'],['Ah'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Jh', 'Td']","['8d', '7h']","['4c', 'Jc', 'Qd']",['6c'],['Qc'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Js', 'Td']","['7d', '7s']","['8h', '6h', '3h']",['9d'],['6s'],"['Moderately connected', 'Monotone', 'Unpaired']",5.25
"['Js', 'Th']","['7d', '6d']","['Ah', 'Jc', '2h']",['4c'],['2c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Jd', 'Tc']","['7s', '5s']","['7c', '3c', 'Ac']",['5h'],['As'],"['Disconnected', 'Monotone', 'Unpaired', 'Ace high']",3.0
"['Jd', 'Ts']","['7c', '4c']","['2c', '7s', 'Kh']",['Qc'],['Td'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['Jd', 'Tc']","['7h', '3h']","['8h', '3d', '2s']",['Qh'],['Kh'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Jd', 'Ts']","['7c', '2c']","['7d', 'Js', '8d']",['Kd'],['5d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Js', 'Th']","['Ah', '6s']","['Kc', '7h', 'Kh']",['3s'],['Tc'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['Jc', 'Th']","['Kd', '6h']","['9h', '8s', '5c']",['Jd'],['4s'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Jh', 'Td']","['Qh', '6c']","['9c', '5s', 'Ah']",['4h'],['3d'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Jc', 'Ts']","['Jh', '6c']","['8h', '2d', 'Jd']",['Js'],['4s'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Jh', 'Td']","['Tc', '6h']","['Ks', '9h', 'Qs']",['Jc'],['6d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Jc', 'Ts']","['9h', '6s']","['7h', 'Qh', '3h']",['2s'],['4s'],"['Disconnected', 'Monotone', 'Unpaired']",3.0
"['Js', 'Th']","['8s', '6c']","['2d', '9s', 'Kh']",['3s'],['Qh'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['Jc', 'Td']","['7d', '6h']","['8h', 'Qc', '3s']",['8c'],['5d'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Jc', 'Th']","['6d', '6s']","['7d', '5h', '9s']",['3c'],['Qd'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Js', 'Tc']","['6h', '5h']","['Td', 'Kd', 'Jc']",['Th'],['Qs'],"['Highly connected', 'Two-tone', 'Unpaired', 'King high']",4.5
"['Jc', 'Td']","['6c', '4c']","['Tc', '5s', '8c']",['4s'],['Ah'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Js', 'Th']","['6s', '3s']","['Qd', 'Tc', 'Kc']",['2d'],['2s'],"['Highly connected', 'Two-tone', 'Unpaired', 'King high']",4.5
"['Js', 'Tc']","['6h', '2h']","['Jh', '4s', '7c']",['Ks'],['8s'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Jh', 'Ts']","['Ad', '5c']","['7s', 'Ac', 'Tc']",['Ks'],['7d'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Jh', 'Ts']","['Ks', '5c']","['As', '4h', '6h']",['5h'],['7d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Jc', 'Th']","['Qh', '5c']","['6c', '6d', 'Jd']",['8s'],['2c'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Jc', 'Ts']","['Jh', '5d']","['4d', '5s', '8h']",['8d'],['3d'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Jh', 'Td']","['Th', '5d']","['6s', 'As', 'Jc']",['9c'],['9h'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Jh', 'Tc']","['9d', '5c']","['Ac', '6d', 'Ad']",['2h'],['Ks'],"['Disconnected', 'Two-tone', 'Paired', 'Ace high']",2.5
"['Jd', 'Th']","['8c', '5h']","['6d', 'Jh', 'Ah']",['2c'],['As'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Jc', 'Td']","['7s', '5c']","['7d', 'Ac', 'Ks']",['6s'],['4h'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Jh', 'Ts']","['6c', '5s']","['Qd', 'Jc', '7d']",['Kh'],['Qh'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Jd', 'Ts']","['5d', '5c']","['As', '3d', '4c']",['Td'],['7d'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Jc', 'Th']","['5s', '4s']","['3d', '6d', '8s']",['Qs'],['7c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Js', 'Tc']","['5c', '3c']","['7s', '6d', '4h']",['4c'],['As'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Js', 'Tc']","['5c', '2c']","['4h', 'Qs', '8d']",['2h'],['6s'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Js', 'Th']","['Ah', '4s']","['2c', '5d', 'Ts']",['6d'],['Qs'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Js', 'Td']","['Kc', '4h']","['Kd', 'Ts', '9h']",['4s'],['Qc'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Js', 'Tc']","['Qd', '4s']","['4h', '7s', '2s']",['3h'],['3s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Jh', 'Ts']","['Jc', '4h']","['3c', '5c', 'Qh']",['4s'],['Qd'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Js', 'Th']","['Td', '4s']","['3h', '4c', '6d']",['2d'],['6h'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
